FID,Cause_of_Death,Latitude,Longitude,PointType,Slope,Elevation,Aspect,Rough,RelCont9am,RelCont2pm,RelCont6pm,DirecDurat,DiffuseRad,DirectRad,TotalSolar,MSAVI2,TotAveArid
3154,Skeletal Remains,32.08169,-112.34344,BodyLocation,0.29666701,582.9509888,235.6670074,0.113953002,0,0.090170749,0.16694721,13.92099953,2064.23999,5847.549805,7911.790039,0.258959592,0.114906996
3156,Skeletal Remains,32.081967,-112.737717,BodyLocation,3.739850044,664.6690063,34.84220123,1.61706996,0.205409175,0,0,14.10849953,2117.449951,3206.040039,5323.490234,-0.082992876,0.152887002
3158,Exposure,32.0824,-112.22983,BodyLocation,1.110929966,678.5390015,170.4589996,0.50463903,0.100734131,0.084008704,0,13.71269989,1763.219971,897.0980225,2660.320068,0.129943226,0.135955006
3160,Skeletal Remains,32.08317,-112.29913,BodyLocation,0.470555007,613.28302,136.3990021,0.280822992,0.20159746,0,0,14.10849953,2080.429932,1221.810059,3302.23999,-0.129486774,0.116568998
3162,Exposure,32.0838,-112.95709,BodyLocation,3.684639931,467.8580017,273.1759949,2.729579926,0,0.203352959,0,14.10849953,1970.959961,6130.459961,8101.419922,0.105647397,0.099354401
3164,,32.08402233,-110.9256084,RandomLocation,1.06061995,811.15802,46.25740051,0.490478992,0.207680893,0,0,14.10849953,2098.600098,2693.889893,4792.490234,-0.083021133,0.152311996
3166,,32.08441478,-111.0376479,RandomLocation,0.641457975,804.5230103,8.69851017,0.304931998,0.148198762,0,0,14.10849953,2060.25,2472.610107,4532.859863,-0.041785833,0.154487997
3168,Undetermined,32.08488,-112.87717,BodyLocation,1.569190025,476.4089966,338.1180115,0.761017025,0,0,0.184540331,14.10849953,2091.929932,2635.209961,4727.140137,-0.335519079,0.103517003
3170,Skeletal Remains,32.085,-111.342833,BodyLocation,0.385342985,772.9559937,78.45690155,0.149109006,0.207176578,0,0,14.10849953,2038.089966,6166.410156,8204.5,-0.056064974,0.150979996
3172,Skeletal Remains,32.085083,-113.002083,BodyLocation,15.26000023,516.4089966,41.9231987,7.600590229,0.207151577,0,0,14.10849953,2007.530029,4593.330078,6600.859863,0.218355196,0.086921997
3174,,32.08518359,-111.367546,RandomLocation,3.927229881,805.309021,86.39189911,1.507259965,0.206975957,0,0,14.10849953,2011.5,6153.740234,8165.240234,-0.164121083,0.150979996
3176,,32.08586903,-113.0207666,RandomLocation,16.2840004,405.1350098,19.51600075,7.637849808,0.15480854,0,0,14.10849953,2113.929932,2957.540039,5071.470215,-0.211403748,0.086921997
3178,,32.08668671,-113.2653766,RandomLocation,1.042359948,304.8819885,266.6870117,0.450713992,0,0.074124212,0.172266847,14.10849953,2085.01001,5833.540039,7918.549805,-0.148332147,0.069734097
3180,Exposure,32.086962,-111.600404,BodyLocation,1.610229969,834.447998,358.8649902,0.639953971,0.017414173,0,0.139825216,14.10849953,1706.72998,2357.159912,4063.889893,-0.076104526,0.171997994
3182,,32.08768536,-113.2712849,RandomLocation,0.942312002,293.7210083,287.2049866,0.387634009,0,0.058434152,0.177385006,14.10849953,2073.26001,6140.330078,8213.589844,-0.095531992,0.065530598
3184,Skeletal Remains,32.0885,-112.44956,BodyLocation,0.190304995,594.0930176,91.44709778,0.084289603,0.206519032,0,0,14.10849953,2112.840088,5649.02002,7761.859863,-0.086931247,0.114404999
3186,Exposure,32.08854,-111.35353,BodyLocation,3.297410011,785.507019,127.7699966,1.872069955,0.204012935,0,0,14.10849953,2119.340088,5893.450195,8012.790039,-0.489824979,0.153681993
3188,,32.08860672,-112.3483967,RandomLocation,0.265614003,582.289978,237.3970032,0.152465999,0,0.09744736,0.164559658,13.92099953,1991.689941,4512.629883,6504.319824,0.035880213,0.116502002
3190,Skeletal Remains,32.088883,-111.394867,BodyLocation,8.083769798,853.6669922,48.09759903,4.101930141,0.20851421,0,0,14.10849953,2115.949951,5858.359863,7974.310059,-0.194390337,0.172695994
3192,Skeletal Remains,32.08903,-113.25421,BodyLocation,29.03149986,472.2940063,223.3639984,16.09950066,0,0.116873853,0.156830775,3.888890028,1153.819946,1778.790039,2932.610107,-0.02281171,0.065530598
3194,Skeletal Remains,32.090186,-111.221559,BodyLocation,0.251899987,782.8909912,13.58339977,0.644896984,0.108489069,0,0.04112927,14.10849953,1813.540039,3416.919922,5230.459961,0.080998222,0.138530001
3196,Exposure,32.0904,-111.295011,BodyLocation,1.105309963,764.8900146,53.16759872,0.610596001,0.208581902,0,0,14.10849953,2081.060059,2565.929932,4646.990234,-0.026523333,0.145532995
3198,Skeletal Remains,32.09045,-111.67715,BodyLocation,0.849241018,802.6010132,317.9719849,0.463196009,0,0.032962777,0.184155437,14.10849953,1901.5,4747.799805,6649.299805,-0.017698191,0.155146003
3200,Skeletal Remains,32.09068,-112.99006,BodyLocation,1.176380038,465.3320007,166.2070007,2.099459887,0.198817037,0,0,14.10849953,2069.540039,5899.560059,7969.109863,0.019706347,0.107176997
3202,Blunt Force Injury,32.09175,-110.95942,BodyLocation,0.292519003,789.7329712,245.1710052,0.169983,0,0.087905224,0.167691622,14.10849953,2005.810059,6151.330078,8157.140137,-0.783360969,0.144135997
3204,Exposure,32.0919,-111.6723,BodyLocation,0.527658999,803.5900269,347.7049866,0.262023985,0,0,0.185884911,14.10849953,1819.599976,2802.570068,4622.169922,-0.378751525,0.155146003
3206,Skeletal Remains,32.09223,-111.40701,BodyLocation,8.665730476,883.0560303,330.6419983,4.248539925,0,0.019138554,0.186335155,14.10849953,2106.040039,3625.330078,5731.370117,-0.273731326,0.172695994
3208,,32.09243709,-111.3916448,RandomLocation,1.666389942,835.7069702,175.1730042,0.687987983,0.056435679,0.117696437,0,14.10849953,2079.570068,1220.73999,3300.300049,-0.174539458,0.172695994
3210,,32.09263754,-111.73895,RandomLocation,2.832309961,867.8740234,76.72039795,1.206179976,0.207384144,0,0,14.10849953,2105.649902,6066.149902,8171.810059,-0.025887799,0.159509003
3212,Skeletal Remains,32.09297,-112.96256,BodyLocation,1.68501997,509.5169983,170.727005,0.818297982,0.046339011,0.125198165,0,13.92099953,2006.079956,1421.560059,3427.639893,-0.154404117,0.107176997
3214,,32.09318434,-112.9648994,RandomLocation,12.84850025,532.4580078,177.7769928,5.12774992,0.018219801,0.142875448,0,13.92099953,2014.959961,1553.400024,3568.360107,-0.148932624,0.107176997
3216,Undetermined,32.0934,-111.986,BodyLocation,0.899560988,704.0969849,263.6919861,0.369323999,0,0.071800131,0.173019748,13.40019989,1697.75,5694.700195,7392.459961,-0.184376403,0.147946
3218,Skeletal Remains,32.0942,-111.2697,BodyLocation,5.357329845,767.2540283,342.8580017,2.288510084,0,0,0.187717872,14.10849953,2107.909912,2817.02002,4924.930176,-0.434669641,0.140037999
3220,,32.09495,-112.787737,BodyLocation,5.007549763,573.4459839,21.03700066,2.1536901,0.155974682,0,0,14.10849953,2053.77002,2453.459961,4507.22998,-0.109924112,0.103454001
3222,Undetermined,32.095563,-111.132019,BodyLocation,0.927690029,805.2440186,300.947998,0.526427984,0,0.043785882,0.182167123,14.10849953,2020.27002,3314.840088,5335.120117,0.018349654,0.138828993
3224,Exposure,32.09587,-112.79672,BodyLocation,1.978289962,561.84198,330.6700134,0.994018972,0,0.019380021,0.186288708,14.10849953,2107.580078,3611.320068,5718.890137,-0.111477965,0.103454001
3226,,32.09619706,-112.5922062,RandomLocation,6.908329964,754.0079956,116.2089996,3.525880098,0.205446088,0,0,14.10849953,2082.429932,2844.070068,4926.5,-0.117573137,0.125828996
3228,Skeletal Remains,32.09678,-111.3952,BodyLocation,1.269469976,851.1849976,132.2740021,0.655578971,0.203388718,0,0,14.10849953,2052.48999,4527.540039,6580.029785,0.180248766,0.172695994
3230,Exposure,32.0971,-113.19517,BodyLocation,0.753893018,327.9779968,318.5450134,0.370270014,0,0.032899659,0.184161643,14.10849953,2026.599976,4488.930176,6515.529785,-0.083623601,0.074421503
3232,Motor Vehicle Accident,32.097596,-110.831274,BodyLocation,2.178539991,868.5360107,208.6779938,1.63744998,0.157083312,0,0,14.10849953,2110.850098,2314.219971,4425.069824,-0.573017328,0.168420002
3234,,32.09796552,-110.0872522,RandomLocation,5.063700199,1588.869995,111.572998,2.41283989,0.205795845,0,0,14.10849953,2115.389893,5273.830078,7389.220215,0.114153246,0.290048987
3236,Skeletal Remains,32.0983,-113.00742,BodyLocation,3.544950008,387.4370117,303.2630005,1.756899953,0,0.045395896,0.181658983,14.10849953,2103.399902,5700.700195,7804.100098,-0.114232453,0.081997097
3238,Skeletal Remains,32.09966,-112.70402,BodyLocation,17.8302002,885.2340088,33.3905983,11.5958004,0.204704446,0,0,14.10849953,1801.790039,4377.580078,6179.379883,-0.381567212,0.152305007
3240,,32.10027338,-112.4338273,RandomLocation,0.295967996,586.6810303,120.3199997,0.115539998,0.205499864,0,0,13.92099953,2081.669922,5595.299805,7676.959961,-0.052796081,0.114404999
3242,,32.10040772,-110.8969973,RandomLocation,1.661139965,823.1859741,231.6690063,0.815429986,0,0.105412024,0.162030833,14.10849953,2098.830078,4967.200195,7066.040039,-0.058169514,0.158233002
3244,,32.10100309,-113.2902282,RandomLocation,0.292907,275.20401,238.4839935,0.128905997,0,0.091642747,0.166465892,14.10849953,2119.929932,5308.350098,7428.279785,-0.065559678,0.061923299
3246,Skeletal Remains,32.10145,-112.69731,BodyLocation,47.32080078,913.8839722,18.88030052,28.59690094,0.152571305,0,0,14.10849953,2021.27002,3210.310059,5231.569824,-0.246962582,0.152305007
3248,Exposure,32.10166,-111.295015,BodyLocation,0.524698973,752.6329956,334.5629883,0.488770008,0,0,0.184126607,14.10849953,2083.149902,2576.100098,4659.25,0.508758206,0.145532995
3250,,32.10200515,-113.0562029,RandomLocation,0.391564995,349.0809937,295.8829956,0.177886993,0,0.050263616,0.180019683,14.10849953,2118.459961,5844.709961,7963.180176,-0.188545097,0.076389998
3252,,32.10281002,-113.1202646,RandomLocation,0.145326003,322.2890015,336.0419922,0.101898,0,0.024758977,0.185327859,14.10849953,2118.709961,2957.199951,5075.919922,-0.039082972,0.074534699
3254,,32.10305277,-111.2628285,RandomLocation,0.569180012,756.2069702,9.405309677,0.292908013,0.104731295,0,0.045289767,14.10849953,2035,2407.719971,4442.720215,-0.056416355,0.140037999
3256,Exposure,32.10363,-111.52543,BodyLocation,0.866129994,802.4450073,8.251850128,0.309753001,0.059721662,0,0.099478888,14.10849953,1939.48999,2420.340088,4359.830078,0.006472627,0.158727005
3258,Exposure,32.104,-112.79437,BodyLocation,2.838429928,557.2390137,27.4489994,1.306210041,0.170062483,0,0,14.10849953,2105.649902,3664.939941,5770.589844,-0.099657534,0.103454001
3260,,32.10404675,-112.2570357,RandomLocation,1.66178,663.8839722,338.7810059,0.857726991,0,0.006786276,0.188252835,14.10849953,2114.790039,2972.72998,5087.52002,-0.102083315,0.129491001
3262,Exposure,32.1042,-112.41105,BodyLocation,0.260966986,575.4000244,117.5920029,0.135070994,0.205645005,0,0,14.10849953,2111.860107,5644.540039,7756.390137,-0.070366711,0.114555001
3264,,32.10442169,-111.1792594,RandomLocation,0.835291028,774.6699829,352.4869995,0.399596989,0,0.005714854,0.188404387,14.10849953,2008.829956,2686.699951,4695.52002,-0.065658773,0.137465
3266,Gunshot Wound,32.10489,-110.89226,BodyLocation,2.569200039,821.8300171,84.47290039,1.200440049,0.206973869,0,0,14.10849953,1995.439941,2355,4350.450195,-0.834484335,0.158233002
3268,Skeletal Remains,32.105316,-112.532166,BodyLocation,0.49358201,646.2490234,90.40979767,0.187561005,0.206730157,0,0,13.85849953,2020.550049,5239.379883,7259.930176,-0.01719113,0.121078998
3270,Exposure,32.106128,-112.537274,BodyLocation,0.386785001,649.8430176,110.7910004,0.171630993,0.20543675,0,0,13.85849953,2018.819946,5181.069824,7199.890137,-0.05601362,0.121078998
3272,Exposure,32.1078,-111.3003,BodyLocation,0.177039996,751.0269775,15.50860023,0.185241997,0.086968445,0,0.068665037,14.10849953,2107.5,3670.709961,5778.209961,0.094665494,0.145532995
3274,Skeletal Remains,32.107933,-111.988716,BodyLocation,0.973553002,698.7399902,260.8359985,0.381897002,0,0.072055367,0.172938389,13.73349953,2000.280029,6077.790039,8078.069824,0.58607757,0.147946
3276,Skeletal Remains,32.10815,-111.29365,BodyLocation,0.348935992,748.6900024,296.2999878,0.319519013,0,0.029264316,0.18468944,14.10849953,2071.26001,2509.669922,4580.930176,0.275240556,0.145532995
3278,,32.10926634,-110.9730255,RandomLocation,2.102499962,773.4450073,242.0870056,1.015810013,0,0.088947137,0.167433456,14.10849953,2110.219971,5134.129883,7244.350098,-0.078668234,0.144135997
3280,,32.1093961,-110.8549636,RandomLocation,1.217970014,846.0560303,0.698180974,0.52105701,0.021971999,0,0.135823962,14.10849953,1927.540039,2364.530029,4292.080078,-0.196355945,0.168420002
3282,Skeletal Remains,32.109889,-111.337442,BodyLocation,0.638128996,769.4530029,255.2389984,0.283690989,0,0.076671585,0.171417831,14.10849953,2109.080078,5659.649902,7768.720215,-0.139723618,0.153681993
3284,Skeletal Remains,32.11128,-111.59958,BodyLocation,0.908897996,787.9979858,324.7219849,0.432678014,0,0.025635093,0.185299225,14.10849953,2013.069946,2822.310059,4835.379883,-0.112922308,0.157849997
3286,Skeletal Remains,32.11158,-112.70088,BodyLocation,3.98439002,718.3889771,25.75429916,2.474849939,0.170220571,0,0,14.10849953,2117.189941,5897.589844,8014.77002,0.290707957,0.152305007
3288,Skeletal Remains,32.112474,-111.633635,BodyLocation,0.283766001,783.9940186,88.62590027,0.12207,0.206837272,0,0,14.10849953,2121.590088,5939.25,8060.839844,-0.050696985,0.156114995
3290,Diabetes,32.113606,-110.858981,BodyLocation,1.716249943,843.9260254,178.9980011,0.715453982,0,0.159282657,0,14.10849953,2079.77002,1225.430054,3305.199951,-0.100914247,0.168420002
3292,,32.11412845,-112.1627892,RandomLocation,7.488770008,901.2369995,186.5200043,4.456600189,0,0.230229757,0,13.99040031,2018.26001,2412.530029,4430.790039,-0.158753781,0.163763002
3294,Exposure,32.114366,-112.324183,BodyLocation,0.49170199,608.322998,268.6719971,0.192566007,0,0.068844128,0.1739649,13.82380009,2004.969971,5374.120117,7379.089844,-0.146635128,0.119732998
3296,,32.11551514,-112.800015,RandomLocation,1.145939946,537.71698,332.5039978,0.587830007,0,0.014577198,0.187030235,14.10849953,2087.600098,3945.679932,6033.279785,-0.123580828,0.103454001
3298,Exposure,32.11603,-112.60826,BodyLocation,1.213529944,697.7869873,275.7319946,0.461365014,0,0.063506893,0.175734808,14.10849953,1969.48999,6130.540039,8100.029785,-0.127036327,0.125828996
3300,Skeletal Remains,32.11655,-111.67701,BodyLocation,0.429924995,771.5570068,9.733480453,0.173828006,0.092135241,0,0.062409163,14.10849953,1939.75,2421.189941,4360.939941,0,0.155146003
3302,,32.11718274,-111.7772796,RandomLocation,6.056099892,1036.01001,274.5,2.567260027,0,0.063732989,0.175674873,14.10849953,2004.51001,4190.660156,6195.169922,0.244411912,0.181087002
3304,,32.11742336,-111.8226557,RandomLocation,10.18060017,1053.800049,316.2109985,5.132080078,0,0.034851753,0.183880111,12.50139999,1800.72998,4468.77002,6269.5,0.241499105,0.210445002
3306,,32.11832665,-111.0913133,RandomLocation,0.456508994,777.28302,4.600949764,0.214539006,0.117721518,0,0.027796197,14.10849953,2013.859985,2370.530029,4384.399902,-0.05991165,0.141155005
3308,Skeletal Remains,32.118683,-110.903116,BodyLocation,1.004349947,812.7210083,354.2820129,0.404967993,0,0,0.174849947,14.10849953,1990.410034,2542.310059,4532.720215,-0.07258987,0.158233002
3310,Exposure,32.118931,-111.080381,BodyLocation,2.030849934,780.0609741,54.2663002,1.148929954,0,0.035599688,0.183735514,14.10849953,2017.939941,5157.299805,7175.240234,-0.866496923,0.141155005
3312,Other Disease,32.11944,-110.98179,BodyLocation,2.680079937,765.1170044,5.006380081,1.153439999,0.060253382,0,0.098738439,14.10849953,1964.449951,2333.449951,4297.890137,-0.621375127,0.144135997
3314,,32.11974414,-111.5242102,RandomLocation,0.849754989,780.4799805,347.875,0.360045999,0,0,0.184314608,14.10849953,2068.090088,2503.870117,4571.959961,0.082497615,0.158727005
3316,,32.120495,-111.68349,BodyLocation,0.493995994,769.5230103,30.15670013,0.265563995,0.195476764,0,0,14.10849953,2094.090088,3876.860107,5970.950195,-0.049836499,0.155146003
3318,Exposure,32.1213,-112.6216,BodyLocation,0.368663996,684.2800293,247.4440002,0.212890998,0,0.069887822,0.173610107,14.10849953,2117.360107,5582.02002,7699.370117,-0.084062863,0.127173007
3320,Exposure,32.121896,-111.570383,BodyLocation,1.136919975,772.0059814,342.697998,0.46698001,0,0,0.187318156,14.10849953,1822.150024,2843.25,4665.399902,0.273392544,0.159483999
3322,Skeletal Remains,32.122583,-113.238833,BodyLocation,0.124642998,305.4930115,36.41040039,0.097869903,0.206162803,0,0,14.10849953,2115.179932,2803.580078,4918.75,-0.028771023,0.074881703
3324,,32.12295425,-113.2234947,RandomLocation,11.62889957,328.1610107,271.6080017,4.91945982,0,0.065826409,0.174993315,14.10849953,2025.400024,6154.450195,8179.850098,0.148568002,0.074881703
3326,,32.123077,-110.97334,BodyLocation,0.839236021,768.7520142,280.1430054,0.359618992,0,0.046047384,0.181372901,14.10849953,1991.650024,6146.540039,8138.189941,-0.456934141,0.144135997
3328,Skeletal Remains,32.123233,-112.21485,BodyLocation,1.007349968,745.0670166,2.17750001,0.469420999,0.029524709,0,0.129168218,14.10849953,2110.929932,2868.290039,4979.220215,0.218817332,0.143290997
3330,Exposure,32.12359,-111.28911,BodyLocation,0.275357991,741.585022,281.5109863,0.478821009,0,0.060570363,0.176663468,14.10849953,2046.079956,5285.569824,7331.640137,-0.031344882,0.145532995
3332,Blunt Force Injury,32.123971,-110.871356,BodyLocation,1.146039963,831.7659912,324.618988,0.591309011,0,0.027284612,0.185047011,14.10849953,1987.209961,3890.620117,5877.830078,-0.207463526,0.158233002
3334,Skeletal Remains,32.124,-111.724883,BodyLocation,1.271000028,807.973999,6.283030033,0.506470025,0.068009591,0,0.089888394,14.10849953,2117.330078,3056.389893,5173.720215,-0.173030565,0.159509003
3336,Undetermined,32.124444,-112.1375,BodyLocation,6.819600105,861.0009766,118.1790009,3.264889956,0.205611267,0,0,14.10849953,2116.560059,5469.410156,7585.970215,-0.089937409,0.181676
3338,Undetermined,32.124722,-112.189722,BodyLocation,18.93180084,837.8040161,135.5440063,9.949580193,0.20193382,0,0,13.63630009,1743.420044,4415.589844,6159.009766,-0.53456176,0.163763002
3340,Skeletal Remains,32.1248,-112.72103,BodyLocation,7.060750008,635.2000122,3.585890055,2.811039925,0.016793539,0,0.140318473,14.10849953,2083.560059,3984.370117,6067.930176,-0.114891953,0.131987005
3342,Skeletal Remains,32.12533,-112.50055,BodyLocation,0.653279006,633.4760132,108.3779984,0.300841987,0.205836329,0,0,14.10849953,2080.76001,4765.560059,6846.319824,0,0.121078998
3344,Skeletal Remains,32.12564,-112.87799,BodyLocation,4.100580215,453.6570129,54.1678009,1.619869947,0.208517863,0,0,14.10849953,2057.090088,5374.200195,7431.290039,-0.103311024,0.093573198
3346,Exposure,32.1261,-111.4913,BodyLocation,1.588379979,777.8959961,42.75659943,0.829041004,0.208708656,0,0,14.10849953,1983.569946,5184.319824,7167.890137,-0.077797461,0.162368
3348,,32.12662906,-112.2569048,RandomLocation,0.389548004,677.3590088,309.7200012,0.233704001,0,0.040900897,0.182894704,14.10849953,2120.97998,5950.810059,8071.790039,-0.330151081,0.129491001
3350,,32.12674883,-111.7826139,RandomLocation,6.072740078,1098.349976,54.34629822,3.235229969,0.208646729,0,0,14.10849953,1738.859985,4783.240234,6522.100098,0.286117553,0.181087002
3352,Skeletal Remains,32.126939,-112.410878,BodyLocation,0.040448099,578.9990234,137.1309967,0.058471698,0.196256002,0,0,14.10849953,1995.079956,4114.27002,6109.350098,-0.091666468,0.114555001
3354,,32.12734416,-110.9062899,RandomLocation,0.211778998,809.6279907,210.7109985,0.179198995,0,0.228133725,0,14.10849953,2081.51001,2886.620117,4968.129883,-0.378751525,0.158233002
3356,Exposure,32.1278,-112.40978,BodyLocation,0.069010399,578.8989868,124.1989975,0.084350601,0.20459029,0,0,14.10849953,2121.360107,1832.300049,3953.659912,0.013559945,0.114555001
3358,Skeletal Remains,32.12865,-111.330983,BodyLocation,2.48687005,771.5380249,165.8249969,1.219480038,0.160337118,0.025699248,0,14.10849953,2080.179932,2886.300049,4966.47998,-0.194936584,0.153681993
3360,Skeletal Remains,32.12921,-112.11547,BodyLocation,1.647119999,747.2579956,85.36990356,0.695434988,0.206769606,0,0,14.10849953,2013.099976,6155.069824,8168.169922,-0.075345864,0.146436006
3362,Blunt Force Injury,32.13058,-111.016599,BodyLocation,0.946219027,756.4000244,178.8639984,0.473632991,0.073799902,0.104653105,0,14.10849953,1980.959961,6145.72998,8126.689941,-0.252712003,0.142285004
3364,,32.13083903,-113.0796855,RandomLocation,0.151993006,339.6000061,218.5579987,0.074798599,0,0.125560928,0.152373517,14.10849953,2022.73999,4289.220215,6311.959961,-0.15761705,0.072642297
3366,,32.13112242,-110.8689179,RandomLocation,0.989872992,830.8850098,277.7030029,0.562804997,0,0.070186053,0.173548231,14.10849953,2031.290039,4369.040039,6400.339844,0.019934875,0.15975
3368,,32.13135614,-111.2742786,RandomLocation,0.349285007,734.2310181,23.99010086,0.416382015,0.17706296,0,0,14.10849953,2057.209961,2462.030029,4519.240234,0.090058233,0.135120004
3370,Skeletal Remains,32.131633,-111.163683,BodyLocation,0.627135992,744.5219727,30.61720085,0.302855998,0.206117628,0,0,14.10849953,2117.320068,3023.370117,5140.689941,0.085631645,0.131723002
3372,Exposure,32.131781,-111.681724,BodyLocation,0.727856994,757.3049927,33.77360153,0.381713986,0.205969398,0,0,14.10849953,2023.329956,3188.139893,5211.459961,0.028271376,0.150119007
3374,Exposure,32.132167,-112.606917,BodyLocation,1.287340045,700.0570068,192.3619995,0.585632026,0,0.220500885,0,14.10849953,2116.25,1732.030029,3848.27002,0.080998222,0.126237005
3376,,32.13230958,-111.8395824,RandomLocation,11.31849957,1042.430054,265.0310059,4.737549782,0,0.070066337,0.173608936,0.325397015,55.34109879,91.68409729,147.0249939,0.191022779,0.187212005
3378,Skeletal Remains,32.13277,-112.125,BodyLocation,3.436249971,783.473999,40.02420044,1.718320012,0.204999886,0,0,14.10849953,1989.449951,4698.069824,6687.52002,0.092085689,0.166538
3380,Skeletal Remains,32.1333,-112.98088,BodyLocation,2.011179924,406.302002,358.8500061,0.829315007,0.016923379,0,0.140245975,14.10849953,2094.330078,2678.300049,4772.620117,0,0.085372701
3382,,32.13355047,-111.0446654,RandomLocation,11.34210014,786.2680054,353.8070068,4.959169865,0,0,0.176186975,14.10849953,2117.26001,3192.370117,5309.629883,-0.196355945,0.147870004
3384,Skeletal Remains,32.133874,-111.016038,BodyLocation,0.122605003,755.7310181,113.9240036,0.150390998,0.20575348,0,0,14.10849953,2094.290039,1271.640015,3365.929932,-0.619380502,0.142285004
3386,Skeletal Remains,32.13474,-113.09355,BodyLocation,0.224398002,332.5870056,268.8599854,0.082702599,0,0.067661266,0.174299815,14.10849953,2023.560059,6054.700195,8078.25,-0.17347135,0.072642297
3388,Exposure,32.1355,-111.49307,BodyLocation,0.390729994,770.5209961,338.5740051,0.186829001,0,0.002759678,0.188825316,14.10849953,2018.23999,2892.439941,4910.680176,-0.130237909,0.154906005
3390,Skeletal Remains,32.135866,-113.135886,BodyLocation,0.304724008,314.2460022,319.5109863,0.108704001,0,0.030096513,0.184551418,14.10849953,2074.98999,5467.009766,7542,-0.074055609,0.070381202
3392,Undetermined,32.13628,-113.21833,BodyLocation,0.537828982,298.2999878,348.2669983,0.227782995,0,0,0.184326109,14.10849953,2118.48999,3077.709961,5196.200195,-0.056064974,0.067092597
3394,Exposure,32.13647,-112.8754,BodyLocation,0.268386006,455.3139954,231.7630005,0.131622002,0,0.099736726,0.163804134,14.10849953,2107.179932,5044.140137,7151.319824,-0.058459547,0.085887797
3396,Skeletal Remains,32.137243,-113.18921,BodyLocation,0.77462101,302.9079895,111.4609985,0.357086003,0.205772483,0,0,14.10849953,2114.719971,5564.069824,7678.790039,-0.041145297,0.069175601
3398,,32.13781544,-111.3652299,RandomLocation,13.22879982,842.697998,284.0169983,5.968929768,0,0.057526969,0.177703189,14.10849953,2095.790039,6093.669922,8189.459961,-0.57054399,0.162744001
3400,Skeletal Remains,32.1386,-112.326,BodyLocation,0.45538801,612.7059937,263.5759888,0.182982996,0,0.072539258,0.17275204,13.82380009,2023.77002,5740.990234,7764.759766,-0.082958995,0.122497
3402,Skeletal Remains,32.139,-111.427667,BodyLocation,2.446690083,813.4959717,348.9909973,0.994080007,0,0,0.181504768,14.10849953,1968.680054,2335.639893,4304.319824,-0.042099044,0.163831994
3404,Skeletal Remains,32.1395,-112.3161,BodyLocation,1.087049961,621.059021,195.5670013,0.475219995,0,0.216772211,0,14.10849953,2114.48999,2194.22998,4308.709961,-0.252142805,0.122497
3406,Skeletal Remains,32.1396,-112.9909,BodyLocation,1.412029982,385.5880127,353.3680115,0.581023991,0,0,0.160995469,14.10849953,2030.540039,2399.070068,4429.609863,0.080515426,0.085372701
3408,Exposure,32.139865,-111.260592,BodyLocation,0.254929006,726.8920288,302.697998,0.232483,0,0.043014587,0.182371158,14.10849953,2116.330078,2932.389893,5048.720215,0.030654941,0.135120004
3410,Skeletal Remains,32.140133,-112.988433,BodyLocation,0.842433989,386.322998,191.9060059,0.790771008,0,0.226377952,0,14.10849953,2106.439941,1480.939941,3587.389893,-0.148074323,0.085372701
3412,Exposure,32.14095,-111.707729,BodyLocation,2.205509901,758.53302,27.90660095,1.094059944,0.191529712,0,0,14.10849953,2069.899902,4133.459961,6203.359863,-0.007325811,0.150050998
3414,Skeletal Remains,32.1415,-112.730716,BodyLocation,1.43197,588.4719849,6.236100197,0.849487007,0.063665868,0,0.094872772,14.10849953,2090.050049,2629.870117,4719.919922,-0.091921649,0.111002997
3416,Exposure,32.142817,-111.295524,BodyLocation,4.966499805,746.0150146,19.88940048,2.288450003,0.158541854,0,0,14.10849953,2112.75,3452.939941,5565.689941,-0.139207072,0.149522007
3418,Exposure,32.143167,-112.98095,BodyLocation,1.182530046,392.2520142,263.6159973,0.622070014,0,0.066312234,0.174817607,14.10849953,2018.469971,6156.029785,8174.5,-0.054597335,0.085372701
3420,Exposure,32.14333,-111.48361,BodyLocation,1.318860054,765.6110229,335.571991,0.593567014,0,0.013150264,0.18725466,14.10849953,2017.160034,2900.040039,4917.200195,-0.093158858,0.154906005
3422,Skeletal Remains,32.143655,-112.766149,BodyLocation,0.43541199,552.3339844,241.9380035,0.420226991,0,0.087867415,0.167691118,14.10849953,1978.75,6138.279785,8117.040039,-0.152642546,0.101873003
3424,Skeletal Remains,32.14407,-113.1964,BodyLocation,0.441906005,299.7009888,15.9946003,0.205535993,0.165111718,0,0,14.10849953,2118.310059,3306.97998,5425.299805,0.112609008,0.069175601
3426,,32.14458081,-110.7860858,RandomLocation,0.482636005,874.3109741,298.7080078,0.227965996,0,0.047986722,0.180773068,14.10849953,2041.160034,4393.350098,6434.509766,-0.053722728,0.182508007
3428,Exposure,32.14488,-111.88378,BodyLocation,1.640619993,812.6799927,312.8999939,0.859740973,0,0.039781448,0.183100916,13.41499996,1978.849976,4186.509766,6165.359863,0.102808576,0.154006004
3430,,32.14492047,-111.5698579,RandomLocation,0.789242983,738.9420166,19.41909981,0.395873994,0.152811485,0,0,14.10849953,2021.369995,3367.090088,5388.459961,-0.071201574,0.150887996
3432,,32.14536047,-111.0278658,RandomLocation,1.24198997,766.9650269,58.69110107,0.499695003,0.208123121,0,0,14.10849953,2092.709961,5604.72998,7697.439941,-0.104881966,0.142285004
